Student Number,Age,Gender,Residency,Class Standing,Scholarship,Study_Hours_Per_Week,Attendance_Rate,Y1_GWA,Y2_GWA,Y3_GWA,Y4_GWA,GPA_Trend,Final_GWA,Performance_Category
22-00262,22,Male,Family House,Regular,No,31,100,1.43,1.5,1.58,1.85,Declining,1.55,Excellent
22-00263,24,Male,Family House,Irregular,No,26,94,2.13,1.86,1.82,1.9,Stable,1.94,Good
22-00264,20,Female,Family House,Irregular,No,30,93,2.18,1.79,1.5,1.57,Improving,1.8,Good
22-00265,23,Male,Dorm,Regular,No,20,93,1.96,1.67,1.76,1.93,Stable,1.82,Good
22-00266,23,Female,Dorm,Regular,Yes,27,97,1.77,1.88,1.68,1.55,Stable,1.74,Good
22-00267,21,Male,Dorm,Regular,Yes,24,94,1.68,1.9,1.89,1.8,Stable,1.81,Good
22-00268,23,Male,Family House,Regular,No,14,75,2.24,2.31,1.97,2.05,Stable,2.16,At-Risk
22-00269,20,Female,Family House,Regular,No,23,89,1.9,1.89,1.94,2.0,Stable,1.93,Good
22-00270,20,Female,Family House,Regular,No,23,84,1.8,1.88,1.94,2.0,Stable,1.89,Good
22-00271,24,Male,Family House,Irregular,Yes,27,94,2.17,1.85,1.79,1.82,Improving,1.93,Good
22-00272,23,Female,Family House,Irregular,Yes,33,98,1.85,1.56,1.43,1.23,Improving,1.56,Excellent
22-00273,24,Female,Family House,Regular,No,29,91,1.6,1.9,1.42,1.75,Stable,1.65,Excellent
22-00274,24,Female,Family House,Regular,Yes,35,86,1.82,1.72,1.76,1.9,Stable,1.79,Good
22-00275,22,Female,Family House,Regular,No,15,74,2.27,2.03,2.24,2.02,Stable,2.16,At-Risk
22-00276,22,Male,Family House,Regular,No,30,84,2.05,1.89,1.65,1.82,Stable,1.87,Good
22-00277,22,Female,Family House,Regular,Yes,22,93,1.9,1.93,1.68,1.8,Stable,1.84,Good
22-00278,20,Female,Dorm,Regular,Yes,20,78,2.18,2.4,2.17,2.23,Stable,2.24,At-Risk
22-00279,23,Male,Dorm,Regular,No,16,90,1.87,2.01,1.81,1.57,Stable,1.85,Good
22-00280,21,Female,Family House,Regular,No,36,90,1.57,1.68,1.54,1.62,Stable,1.6,Excellent
22-00281,22,Male,Family House,Irregular,No,19,80,2.15,2.01,1.97,2.08,Stable,2.06,Good
22-00282,22,Female,Dorm,Regular,Yes,40,95,1.4,1.29,1.4,1.27,Stable,1.35,Excellent
22-00283,21,Male,Family House,Regular,No,20,92,1.87,1.89,1.93,2.02,Stable,1.91,Good
22-00284,20,Female,Family House,Regular,Yes,28,100,1.63,1.26,1.39,1.45,Stable,1.44,Excellent
22-00285,21,Female,Family House,Regular,No,38,96,1.39,1.68,1.61,1.27,Stable,1.51,Excellent
22-00286,21,Female,Dorm,Regular,Yes,34,89,1.79,1.64,2.12,1.55,Stable,1.8,Good
22-00287,22,Male,Dorm,Regular,No,30,91,1.83,1.85,1.78,1.75,Stable,1.81,Good
22-00288,23,Female,Family House,Regular,No,14,84,2.19,2.24,2.03,2.27,Stable,2.17,At-Risk
22-00289,23,Female,Family House,Regular,Yes,32,100,1.48,1.5,1.5,1.6,Stable,1.51,Excellent
22-00290,24,Female,Family House,Irregular,Yes,26,87,1.95,1.94,1.62,2.12,Stable,1.89,Good
22-00291,24,Female,Family House,Regular,No,10,85,2.17,2.28,2.26,2.23,Stable,2.23,At-Risk
22-00292,24,Female,Family House,Regular,No,25,84,1.76,1.76,1.92,1.68,Stable,1.79,Good
22-00293,24,Male,Family House,Regular,No,19,83,1.6,1.76,2.03,1.9,Stable,1.8,Good
22-00294,24,Female,Family House,Regular,Yes,40,96,1.19,1.54,1.62,1.52,Declining,1.45,Excellent
22-00295,24,Female,Dorm,Regular,Yes,26,92,1.85,1.9,1.81,1.73,Stable,1.83,Good
22-00296,23,Female,Family House,Regular,Yes,32,95,1.55,1.58,1.58,1.2,Improving,1.51,Excellent
22-00297,23,Female,Dorm,Regular,Yes,29,98,1.8,1.57,1.57,1.88,Stable,1.69,Good
22-00298,21,Female,Family House,Regular,Yes,33,86,1.65,2.04,1.62,1.57,Stable,1.74,Good
22-00299,21,Female,Dorm,Regular,Yes,22,89,1.62,1.69,1.82,1.85,Stable,1.73,Good
22-00300,23,Female,Family House,Regular,No,30,90,2.06,2.06,1.83,1.8,Stable,1.96,Good
22-00301,21,Male,Family House,Irregular,No,35,95,2.0,1.61,1.64,1.23,Improving,1.68,Good
22-00302,22,Female,Dorm,Regular,No,20,86,2.01,1.83,1.9,2.17,Stable,1.96,Good
22-00303,21,Female,Dorm,Regular,No,15,78,2.14,2.11,2.08,2.35,Stable,2.15,At-Risk
22-00304,21,Female,Family House,Irregular,No,38,92,2.29,1.57,1.71,1.57,Improving,1.83,Good
22-00305,23,Female,Family House,Irregular,No,26,86,2.25,1.82,1.58,1.85,Improving,1.9,Good
22-00306,20,Female,Family House,Regular,Yes,28,97,1.68,1.93,1.62,1.62,Stable,1.72,Good
22-00307,20,Male,Family House,Irregular,No,24,82,2.32,1.88,1.49,1.8,Improving,1.9,Good
22-00308,24,Male,Family House,Regular,No,35,93,1.62,1.46,1.5,1.6,Stable,1.54,Excellent
22-00309,22,Male,Family House,Regular,No,28,93,1.43,1.76,1.65,1.55,Stable,1.6,Excellent
22-00310,21,Male,Family House,Regular,No,27,91,1.67,1.65,2.25,1.95,Stable,1.86,Good
22-00311,20,Male,Family House,Irregular,No,24,89,2.21,1.75,1.64,1.9,Improving,1.89,Good
22-00312,22,Male,Family House,Irregular,Yes,22,89,2.19,1.68,1.46,1.55,Improving,1.76,Good
22-00313,22,Male,Family House,Regular,No,9,70,2.13,2.28,2.21,2.1,Stable,2.19,At-Risk
22-00314,20,Female,Family House,Regular,No,27,97,1.69,1.61,1.74,1.55,Stable,1.66,Good
22-00315,22,Female,Family House,Regular,No,21,92,1.79,1.85,1.71,2.1,Declining,1.83,Good
22-00316,20,Male,Family House,Regular,Yes,24,97,1.75,1.74,1.67,2.05,Stable,1.77,Good
22-00317,22,Female,Family House,Regular,Yes,30,88,1.7,1.89,1.88,1.88,Stable,1.82,Good
22-00318,24,Female,Family House,Regular,No,22,90,1.94,2.08,2.15,1.77,Stable,2.01,Good
22-00319,24,Female,Dorm,Regular,Yes,21,78,2.12,2.12,2.14,1.8,Improving,2.08,Good
22-00320,23,Female,Dorm,Regular,No,35,92,1.49,1.78,1.54,1.57,Stable,1.59,Excellent
22-00321,24,Male,Family House,Irregular,Yes,33,94,2.18,1.72,1.42,1.73,Improving,1.78,Good
22-00322,23,Male,Dorm,Regular,No,25,84,1.86,1.68,1.96,2.15,Stable,1.88,Good
22-00323,22,Male,Dorm,Regular,No,18,77,2.32,2.29,2.33,1.95,Improving,2.26,At-Risk
22-00324,23,Male,Family House,Regular,No,34,95,1.7,1.5,1.56,1.45,Stable,1.57,Excellent
22-00325,24,Female,Family House,Regular,No,16,81,1.6,2.04,1.92,2.12,Declining,1.88,Good
22-00326,20,Female,Family House,Regular,No,19,83,2.11,1.83,2.18,1.82,Stable,2.01,Good
22-00327,24,Female,Family House,Regular,No,34,94,1.57,1.57,1.69,1.8,Stable,1.64,Excellent
22-00328,23,Male,Dorm,Regular,Yes,32,93,1.42,1.35,1.54,1.48,Stable,1.44,Excellent
22-00329,24,Female,Family House,Regular,Yes,40,100,1.46,1.25,1.42,1.48,Stable,1.4,Excellent
22-00330,20,Female,Family House,Regular,No,16,86,2.27,2.1,2.11,2.12,Stable,2.16,At-Risk
22-00331,23,Male,Family House,Irregular,No,16,82,2.19,1.89,1.71,2.05,Stable,1.96,Good
22-00332,23,Female,Dorm,Regular,No,20,82,1.82,1.93,1.74,1.82,Stable,1.83,Good
22-00333,24,Female,Family House,Regular,No,15,89,1.86,1.82,1.89,1.93,Stable,1.87,Good
22-00334,21,Female,Family House,Regular,Yes,26,95,1.93,1.58,1.76,1.73,Stable,1.76,Good
22-00335,24,Male,Family House,Regular,Yes,30,98,1.55,1.51,1.54,1.27,Stable,1.5,Excellent
22-00336,23,Male,Dorm,Irregular,No,11,72,2.32,2.49,1.99,2.15,Stable,2.25,At-Risk
22-00337,23,Female,Family House,Regular,No,17,73,2.35,2.17,2.33,1.85,Improving,2.22,At-Risk
22-00338,20,Male,Family House,Regular,Yes,29,91,1.76,1.53,1.79,1.95,Stable,1.74,Good
22-00339,20,Female,Family House,Irregular,Yes,13,74,2.07,2.07,1.81,2.08,Stable,2.0,Good
22-00340,22,Male,Dorm,Regular,No,19,71,2.18,2.18,2.18,2.1,Stable,2.17,At-Risk
22-00341,23,Female,Family House,Regular,No,17,70,2.25,2.06,2.17,2.0,Stable,2.14,At-Risk
22-00342,22,Female,Family House,Regular,No,10,84,2.15,2.4,2.33,2.33,Stable,2.29,At-Risk
22-00343,21,Male,Dorm,Regular,No,37,99,1.44,1.6,1.54,1.6,Stable,1.53,Excellent
22-00344,21,Female,Family House,Regular,No,27,90,1.73,2.12,1.79,2.17,Declining,1.92,Good
22-00345,21,Female,Dorm,Regular,No,37,91,1.67,1.81,1.35,1.38,Stable,1.57,Excellent
22-00346,23,Female,Family House,Regular,No,9,75,2.29,2.15,1.97,2.15,Stable,2.15,At-Risk
22-00347,24,Female,Family House,Regular,Yes,19,86,1.65,1.75,1.61,2.08,Declining,1.73,Good
22-00348,22,Male,Dorm,Regular,Yes,18,80,1.86,1.86,2.33,1.98,Stable,2.0,Good
22-00349,20,Female,Dorm,Irregular,No,29,92,2.32,1.53,1.62,1.62,Improving,1.82,Good
22-00350,20,Female,Dorm,Regular,No,28,90,1.63,1.57,1.58,1.85,Stable,1.63,Excellent
22-00351,20,Female,Family House,Regular,No,22,87,1.88,1.85,1.85,1.68,Stable,1.83,Good
22-00352,22,Female,Family House,Regular,No,19,91,1.77,2.11,2.15,1.88,Stable,1.98,Good
22-00353,24,Male,Family House,Irregular,Yes,20,79,2.04,2.06,1.58,2.1,Stable,1.93,Good
22-00354,24,Male,Dorm,Regular,Yes,40,99,1.58,1.5,1.36,1.57,Stable,1.5,Excellent
22-00355,22,Male,Family House,Regular,No,24,89,1.98,1.97,1.78,2.0,Stable,1.93,Good
22-00356,20,Female,Family House,Regular,No,20,95,1.68,1.89,1.9,2.0,Declining,1.84,Good
22-00357,23,Male,Family House,Regular,No,20,91,2.05,1.89,1.83,1.98,Stable,1.94,Good
22-00358,21,Female,Family House,Irregular,No,11,88,2.05,2.43,1.69,2.27,Stable,2.09,Good
22-00359,21,Male,Family House,Regular,No,29,94,1.93,1.92,1.88,1.77,Stable,1.89,Good
22-00360,20,Male,Dorm,Regular,No,38,100,1.67,1.61,1.51,1.55,Stable,1.59,Excellent
22-00361,22,Male,Family House,Regular,Yes,30,100,1.6,1.35,1.58,1.52,Stable,1.51,Excellent
22-00362,24,Male,Dorm,Irregular,No,25,93,2.14,1.86,1.68,1.75,Improving,1.88,Good
22-00363,21,Female,Family House,Regular,No,27,97,1.48,1.61,1.65,1.35,Stable,1.54,Excellent
22-00364,23,Male,Family House,Regular,No,20,74,2.02,2.21,2.0,2.45,Declining,2.13,At-Risk
22-00365,21,Female,Dorm,Regular,No,16,80,1.81,1.76,1.94,1.95,Stable,1.85,Good
22-00366,21,Male,Dorm,Regular,No,29,92,1.73,1.65,1.75,1.45,Stable,1.67,Good
22-00367,21,Male,Dorm,Regular,No,23,88,1.92,1.65,1.79,1.82,Stable,1.8,Good
22-00368,22,Male,Family House,Regular,No,18,88,1.93,1.93,1.81,1.95,Stable,1.9,Good
22-00369,20,Male,Family House,Regular,Yes,40,98,1.79,1.53,1.35,1.57,Stable,1.57,Excellent
22-00370,23,Male,Family House,Regular,No,38,94,1.65,1.79,1.53,1.65,Stable,1.66,Good
22-00371,23,Male,Dorm,Regular,No,15,90,1.96,1.58,1.75,1.88,Stable,1.79,Good
22-00372,21,Female,Family House,Regular,No,23,86,1.88,1.96,2.0,1.62,Stable,1.9,Good
22-00373,21,Male,Family House,Regular,No,20,87,2.35,2.24,2.19,2.05,Improving,2.23,At-Risk
22-00374,22,Female,Family House,Regular,No,23,85,1.81,1.72,2.0,1.82,Stable,1.84,Good
22-00375,20,Male,Family House,Regular,No,24,87,1.68,1.83,1.65,1.9,Stable,1.75,Good
22-00376,20,Male,Dorm,Regular,No,16,93,1.95,1.68,1.88,1.75,Stable,1.83,Good
22-00377,21,Female,Dorm,Regular,Yes,32,93,1.56,1.38,1.67,1.6,Stable,1.54,Excellent
22-00378,24,Female,Family House,Regular,No,23,86,1.77,1.96,1.75,1.9,Stable,1.84,Good
22-00379,20,Female,Family House,Regular,No,25,83,2.02,1.76,1.85,1.93,Stable,1.89,Good
22-00380,20,Male,Family House,Regular,Yes,24,89,1.87,1.65,1.68,2.05,Stable,1.79,Good
22-00381,22,Male,Family House,Regular,No,28,95,1.89,1.99,1.9,1.85,Stable,1.91,Good
22-00382,20,Male,Dorm,Regular,No,31,92,1.68,1.36,1.54,1.62,Stable,1.55,Excellent
22-00383,21,Male,Family House,Regular,Yes,31,85,1.68,1.76,1.85,1.6,Stable,1.74,Good
22-00384,23,Female,Family House,Regular,No,29,83,1.87,1.79,1.88,1.8,Stable,1.84,Good
22-00385,23,Female,Family House,Regular,No,40,100,1.42,1.67,1.67,1.73,Declining,1.6,Excellent
22-00386,24,Male,Family House,Irregular,Yes,34,94,2.27,1.74,1.71,1.82,Improving,1.91,Good
22-00387,23,Male,Family House,Regular,Yes,33,97,1.55,1.78,1.81,1.52,Stable,1.68,Good
22-00388,24,Female,Family House,Regular,Yes,30,100,1.61,1.49,1.46,1.48,Stable,1.51,Excellent
22-00389,23,Male,Dorm,Regular,No,26,82,1.77,1.83,1.62,2.17,Declining,1.81,Good
22-00390,23,Female,Family House,Regular,No,29,87,1.74,1.85,1.78,1.98,Stable,1.81,Good
22-00391,21,Female,Family House,Regular,No,16,74,2.25,2.22,2.22,1.95,Stable,2.19,At-Risk
22-00392,24,Male,Dorm,Regular,Yes,33,90,1.73,1.81,1.54,2.05,Declining,1.75,Good
22-00393,22,Male,Dorm,Regular,No,29,94,2.0,1.97,1.79,1.98,Stable,1.93,Good
22-00394,21,Female,Family House,Regular,Yes,12,75,2.18,2.35,2.11,1.98,Stable,2.18,At-Risk
22-00395,22,Male,Dorm,Regular,No,16,79,2.17,2.19,2.24,1.95,Stable,2.16,At-Risk
22-00396,24,Female,Dorm,Regular,No,17,79,2.27,2.26,2.15,2.35,Stable,2.25,At-Risk
22-00397,20,Male,Family House,Irregular,No,29,91,2.24,1.93,1.56,1.8,Improving,1.91,Good
22-00398,20,Male,Family House,Irregular,No,37,97,2.07,1.57,1.75,1.45,Improving,1.76,Good
22-00399,20,Female,Family House,Regular,No,31,99,1.58,1.44,1.53,1.57,Stable,1.53,Excellent
22-00400,24,Female,Family House,Regular,No,17,80,1.76,1.79,1.69,1.75,Stable,1.75,Good
22-00401,21,Female,Dorm,Regular,No,20,89,1.86,2.1,1.9,1.73,Stable,1.91,Good
22-00402,24,Female,Family House,Regular,Yes,34,92,1.8,1.47,1.51,1.52,Stable,1.59,Excellent
22-00403,24,Male,Family House,Regular,Yes,32,90,1.89,1.9,1.54,1.5,Improving,1.74,Good
22-00404,24,Female,Family House,Regular,No,19,83,1.98,1.97,1.97,1.85,Stable,1.96,Good
22-00405,20,Male,Family House,Regular,No,29,83,1.76,1.96,1.81,1.57,Stable,1.8,Good
22-00406,23,Female,Dorm,Regular,No,17,93,1.87,1.76,2.03,2.1,Stable,1.92,Good
22-00407,23,Female,Family House,Regular,No,29,92,1.79,2.08,1.68,1.6,Stable,1.81,Good
22-00408,22,Female,Family House,Regular,Yes,19,99,1.75,1.67,1.96,1.55,Stable,1.75,Good
22-00409,23,Female,Dorm,Regular,No,28,90,1.58,1.62,1.58,1.52,Stable,1.59,Excellent
22-00410,24,Male,Family House,Regular,No,14,80,2.13,2.31,2.29,2.12,Stable,2.22,At-Risk
22-00411,20,Male,Family House,Regular,Yes,32,94,1.7,1.6,1.71,1.4,Stable,1.63,Excellent
22-00412,22,Female,Family House,Regular,No,27,98,1.57,1.6,1.62,1.55,Stable,1.59,Excellent
22-00413,21,Female,Dorm,Regular,No,15,87,1.96,1.92,2.04,1.85,Stable,1.96,Good
22-00414,20,Female,Dorm,Regular,Yes,20,93,1.82,1.9,1.78,1.65,Stable,1.81,Good
22-00415,21,Male,Family House,Regular,No,25,95,1.62,1.72,1.74,1.57,Stable,1.67,Good
22-00416,20,Male,Dorm,Regular,No,22,81,1.62,1.81,1.88,2.05,Declining,1.8,Good
22-00417,24,Female,Dorm,Regular,No,14,70,2.45,2.26,2.11,2.12,Improving,2.26,At-Risk
22-00418,24,Female,Family House,Regular,No,31,91,1.77,1.58,1.65,1.82,Stable,1.7,Good
22-00419,23,Male,Family House,Regular,Yes,21,85,1.76,1.92,1.78,1.3,Improving,1.74,Good
22-00420,20,Male,Family House,Regular,No,32,93,1.63,1.78,1.61,1.32,Improving,1.62,Excellent
22-00421,20,Male,Family House,Regular,No,19,95,1.75,1.81,1.85,1.65,Stable,1.78,Good
22-00422,21,Female,Family House,Regular,No,27,89,1.85,1.81,1.93,2.0,Stable,1.88,Good
22-00423,21,Female,Family House,Regular,Yes,40,100,1.5,1.46,1.4,1.43,Stable,1.45,Excellent
22-00424,22,Female,Family House,Regular,No,18,85,2.18,1.92,2.29,2.2,Stable,2.14,At-Risk
22-00425,22,Female,Family House,Regular,No,17,80,1.76,1.65,1.99,1.82,Stable,1.8,Good
22-00426,24,Male,Family House,Regular,Yes,19,94,2.04,1.94,1.83,1.8,Stable,1.92,Good
22-00427,22,Male,Family House,Regular,No,22,85,1.93,1.86,2.14,2.12,Stable,2.0,Good
22-00428,24,Male,Dorm,Irregular,No,22,84,2.07,1.75,1.65,1.9,Stable,1.85,Good
22-00429,21,Male,Family House,Irregular,Yes,22,84,2.18,1.79,1.49,1.88,Improving,1.84,Good
22-00430,21,Male,Family House,Regular,No,10,85,2.32,2.39,2.29,2.1,Stable,2.3,At-Risk
22-00431,20,Male,Family House,Regular,No,18,83,1.87,1.92,1.89,1.77,Stable,1.87,Good
22-00432,20,Male,Family House,Regular,No,15,94,1.7,1.54,1.69,1.8,Stable,1.67,Good
22-00433,21,Male,Family House,Regular,No,36,96,1.62,1.56,1.51,1.55,Stable,1.56,Excellent
22-00434,23,Female,Family House,Regular,Yes,20,88,1.68,1.65,1.69,1.7,Stable,1.68,Good
22-00435,24,Female,Family House,Regular,No,22,81,1.82,1.9,1.74,2.05,Stable,1.85,Good
22-00436,20,Female,Family House,Regular,No,19,88,2.26,2.31,1.93,1.98,Stable,2.14,At-Risk
22-00437,20,Female,Family House,Regular,No,29,88,1.71,1.93,1.89,1.9,Stable,1.85,Good
22-00438,20,Male,Dorm,Regular,No,25,82,2.06,2.03,1.88,1.88,Stable,1.97,Good
22-00439,20,Male,Family House,Regular,No,35,94,1.46,1.44,1.64,1.8,Declining,1.56,Excellent
22-00440,22,Male,Dorm,Regular,No,10,86,2.25,2.19,2.29,2.0,Stable,2.21,At-Risk
22-00441,21,Female,Family House,Regular,No,19,70,2.32,2.31,2.29,2.0,Improving,2.26,At-Risk
22-00442,24,Female,Dorm,Regular,No,29,87,1.85,1.72,2.17,1.7,Stable,1.88,Good
22-00443,20,Male,Family House,Regular,No,19,76,2.15,2.21,2.5,2.33,Stable,2.29,At-Risk
22-00444,23,Male,Dorm,Regular,No,26,94,1.62,1.39,1.36,1.45,Stable,1.46,Excellent
22-00445,21,Female,Family House,Irregular,No,11,88,2.46,2.18,2.07,2.25,Stable,2.25,At-Risk
22-00446,23,Male,Dorm,Regular,No,17,88,2.17,2.01,1.99,2.17,Stable,2.08,Good
22-00447,21,Male,Dorm,Regular,Yes,27,89,1.68,2.14,1.68,1.55,Stable,1.78,Good
22-00448,22,Male,Family House,Regular,Yes,31,98,1.73,1.67,1.78,1.7,Stable,1.72,Good
22-00449,24,Female,Family House,Regular,No,14,70,2.21,1.96,2.24,2.3,Stable,2.16,At-Risk
22-00450,20,Female,Dorm,Regular,No,36,97,1.82,1.64,1.54,1.52,Stable,1.65,Excellent
22-00451,23,Male,Family House,Regular,Yes,14,91,2.02,2.21,2.01,2.25,Stable,2.1,Good
22-00452,20,Female,Family House,Regular,Yes,10,89,2.1,2.07,2.11,2.0,Stable,2.08,Good
22-00453,21,Female,Family House,Regular,Yes,23,88,1.88,1.75,1.82,1.65,Stable,1.79,Good
22-00454,23,Female,Dorm,Regular,Yes,21,93,1.89,1.93,1.72,1.65,Stable,1.82,Good
22-00455,22,Male,Dorm,Regular,No,16,89,1.8,1.83,2.12,1.93,Stable,1.91,Good
22-00456,21,Male,Dorm,Regular,No,31,91,1.67,1.44,1.47,1.4,Stable,1.51,Excellent
22-00457,21,Female,Family House,Regular,No,17,87,2.32,2.06,1.99,2.35,Stable,2.16,At-Risk
22-00458,23,Female,Family House,Regular,No,17,80,1.82,1.56,1.79,2.05,Stable,1.78,Good
22-00459,20,Male,Family House,Regular,Yes,35,98,1.68,1.49,1.35,1.85,Stable,1.56,Excellent
22-00460,22,Male,Dorm,Regular,Yes,31,88,1.76,1.5,1.81,2.02,Stable,1.74,Good
22-00461,20,Female,Family House,Regular,Yes,40,100,1.52,1.36,1.29,1.3,Stable,1.38,Excellent
22-00462,21,Female,Dorm,Regular,Yes,20,79,2.33,2.08,2.28,1.93,Improving,2.19,At-Risk
22-00463,20,Female,Family House,Regular,No,32,93,1.74,1.75,1.67,1.68,Stable,1.71,Good
22-00464,24,Male,Dorm,Regular,No,12,76,2.27,2.14,2.11,2.05,Stable,2.16,At-Risk
22-00465,23,Female,Family House,Regular,Yes,31,97,1.46,1.46,1.39,1.57,Stable,1.46,Excellent
22-00466,24,Male,Family House,Irregular,No,29,83,2.07,1.64,1.61,1.88,Stable,1.8,Good
22-00467,21,Female,Dorm,Regular,No,23,83,1.88,1.78,1.81,2.1,Stable,1.87,Good
22-00468,22,Male,Dorm,Irregular,Yes,20,82,1.87,2.08,1.88,2.02,Stable,1.95,Good
22-00469,23,Male,Dorm,Regular,No,12,81,2.25,1.97,2.19,2.23,Stable,2.16,At-Risk
22-00470,24,Male,Family House,Regular,No,38,92,1.31,1.47,1.54,1.55,Stable,1.45,Excellent
22-00471,23,Male,Dorm,Regular,No,15,86,1.86,1.75,1.82,1.75,Stable,1.8,Good
22-00472,21,Male,Family House,Regular,No,23,95,1.77,1.72,1.72,2.0,Stable,1.78,Good
22-00473,24,Male,Dorm,Regular,No,19,86,2.14,2.38,2.1,2.3,Stable,2.22,At-Risk
22-00474,21,Male,Family House,Regular,No,23,82,1.82,1.99,2.03,1.75,Stable,1.91,Good
22-00475,24,Female,Family House,Regular,No,17,84,2.08,2.31,2.21,2.2,Stable,2.19,At-Risk
22-00476,24,Male,Dorm,Regular,No,19,88,2.01,1.85,1.97,2.3,Stable,2.0,Good
22-00477,21,Male,Family House,Regular,No,37,92,1.58,2.04,1.46,1.5,Stable,1.66,Good
22-00478,23,Female,Dorm,Irregular,No,36,99,2.14,1.4,1.76,1.68,Improving,1.77,Good
22-00479,21,Female,Dorm,Regular,No,28,86,2.04,1.96,1.76,1.85,Stable,1.91,Good
22-00480,21,Male,Family House,Regular,No,22,88,1.79,1.93,2.0,2.0,Stable,1.91,Good
22-00481,22,Female,Family House,Irregular,No,15,92,2.21,1.82,1.51,1.95,Stable,1.88,Good
22-00482,21,Female,Family House,Regular,No,20,87,2.11,1.97,2.25,1.82,Stable,2.07,Good
22-00483,21,Female,Family House,Regular,Yes,29,97,1.57,1.72,1.57,1.9,Declining,1.66,Good
22-00484,22,Male,Family House,Regular,Yes,28,96,1.54,1.68,1.72,1.62,Stable,1.64,Excellent
22-00485,22,Male,Dorm,Regular,No,29,87,1.95,1.74,1.97,1.98,Stable,1.9,Good
22-00486,24,Female,Family House,Regular,No,14,75,2.3,2.28,2.22,2.0,Stable,2.23,At-Risk
22-00487,22,Male,Family House,Regular,No,31,91,1.62,1.68,1.43,1.23,Improving,1.53,Excellent
22-00488,24,Female,Family House,Regular,Yes,31,84,1.79,1.96,1.82,1.88,Stable,1.85,Good
22-00489,23,Female,Family House,Regular,No,17,87,2.25,2.19,2.31,2.23,Stable,2.25,At-Risk
22-00490,22,Female,Family House,Regular,Yes,22,90,1.75,1.53,2.08,1.88,Stable,1.8,Good
22-00491,24,Female,Dorm,Regular,No,24,89,1.86,1.85,1.97,2.0,Stable,1.91,Good
22-00492,24,Female,Dorm,Irregular,Yes,21,86,1.94,1.89,1.58,1.6,Improving,1.78,Good
22-00493,23,Male,Dorm,Regular,No,25,92,1.74,2.07,1.93,1.9,Stable,1.9,Good
22-00494,24,Male,Dorm,Irregular,No,28,86,2.14,1.79,1.88,1.85,Stable,1.93,Good
22-00495,21,Female,Family House,Regular,No,34,96,1.64,1.31,1.64,1.5,Stable,1.53,Excellent
22-00496,24,Male,Family House,Regular,No,27,92,2.04,1.86,1.96,1.95,Stable,1.96,Good
22-00497,24,Male,Dorm,Irregular,No,29,93,2.23,1.89,1.67,1.82,Improving,1.93,Good
22-00498,23,Male,Dorm,Regular,Yes,19,85,1.7,1.92,1.96,1.73,Stable,1.83,Good
22-00499,24,Male,Dorm,Irregular,No,20,86,2.12,2.01,1.64,1.73,Improving,1.9,Good
22-00500,20,Male,Family House,Irregular,No,18,93,2.31,1.86,1.75,1.82,Improving,1.97,Good
22-00501,22,Male,Family House,Irregular,No,24,83,2.52,1.65,1.6,1.45,Improving,1.88,Good
22-00502,22,Female,Family House,Regular,No,30,95,1.48,1.43,1.68,1.55,Stable,1.53,Excellent
22-00503,22,Male,Dorm,Regular,No,8,84,2.25,2.36,2.24,2.1,Stable,2.25,At-Risk
22-00504,21,Male,Dorm,Regular,Yes,33,93,1.64,1.58,1.49,1.23,Improving,1.52,Excellent
22-00505,23,Female,Family House,Regular,No,16,82,1.86,1.67,1.86,1.95,Stable,1.82,Good
22-00506,24,Female,Dorm,Regular,No,30,88,1.99,1.79,1.85,1.75,Stable,1.86,Good
22-00507,21,Male,Family House,Regular,No,40,94,1.61,1.53,1.6,1.73,Stable,1.6,Excellent
22-00508,24,Male,Family House,Regular,Yes,29,94,1.9,1.72,1.88,1.95,Stable,1.85,Good
22-00509,24,Female,Family House,Regular,No,34,92,1.65,1.51,1.4,1.48,Stable,1.52,Excellent
22-00510,20,Male,Family House,Regular,Yes,30,88,1.99,1.93,1.65,1.7,Stable,1.84,Good
22-00511,23,Female,Family House,Regular,No,16,89,1.9,2.0,1.92,1.7,Stable,1.9,Good
22-00512,22,Female,Family House,Regular,Yes,11,82,2.01,2.28,2.18,2.1,Stable,2.14,At-Risk
22-00513,20,Female,Dorm,Regular,No,32,91,1.62,1.74,1.76,1.85,Stable,1.72,Good
22-00514,24,Female,Family House,Regular,Yes,40,98,1.55,1.49,1.43,1.25,Stable,1.46,Excellent
22-00515,21,Female,Dorm,Irregular,Yes,32,87,2.15,2.14,1.35,1.52,Improving,1.84,Good
22-00516,23,Female,Family House,Regular,Yes,26,89,1.83,1.93,1.85,1.43,Improving,1.8,Good
22-00517,23,Female,Family House,Regular,No,30,80,1.77,1.78,1.86,2.02,Stable,1.84,Good
22-00518,22,Female,Family House,Regular,Yes,14,73,2.11,1.85,2.31,2.1,Stable,2.09,Good
22-00519,21,Male,Family House,Irregular,No,24,92,2.29,1.88,1.56,1.93,Improving,1.93,Good
22-00520,22,Male,Family House,Regular,No,19,88,1.88,1.83,1.76,1.85,Stable,1.83,Good
22-00521,20,Female,Dorm,Regular,Yes,19,95,1.7,1.76,1.75,1.55,Stable,1.71,Good
22-00522,21,Male,Family House,Regular,No,30,92,1.65,1.67,1.56,1.43,Stable,1.6,Excellent
22-00523,20,Male,Dorm,Irregular,Yes,40,97,2.02,1.39,1.25,1.32,Improving,1.54,Excellent
